brand,model,car_condition,fuel,age,kiowatt,transmission,miles,color,doors,pogon,leather,navigation,alarm,alu_rims,digital_climate,manual_climate,parking_sensors,xenon,remote_unlock,el_r_mirror,seat_heat,panorama_roof,tempomat,abs,esp,asr,price
volkswagen,golf2 model,Polovan,Dizel,l7,0-45,Manuelni,l5,plava,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1500-3000
opel,vectra model,Polovan,Benzin,l7,55-65,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1500-3000
renault,laguna model,Polovan,Benzin,l7,95-105,Manuelni,l5,plava,five,2 x 2,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,1500-3000
citroen,xsara model,Polovan,Benzin,l6,55-65,Manuelni,l1,crvena,five,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,1500-3000
fiat,palio model,Polovan,Benzin,l6,45-55,Manuelni,l5,plava,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,1500-3000
audi,100 model,Polovan,Benzin,l7,95-105,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1500-3000
mercedes-benz,124 model,Polovan,Dizel,l7,85-95,Manuelni,l5,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1500-3000
renault,twingo model,Polovan,Benzin,l5,0-45,Automatik,l3,crna,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,1500-3000
volkswagen,golf3 model,Polovan,Benzin,l7,65-75,Manuelni,l5,plava,three,2 x 2,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,1500-3000
audi,80 model,Polovan,Dizel,l7,0-45,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1500-3000
volkswagen,golf3 model,Polovan,Benzin,l7,55-65,Manuelni,l4,crvena,three,2 x 2,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,1500-3000
fiat,punto model,Polovan,Benzin,l6,0-45,Manuelni,l3,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1500-3000
seat,arosa model,Polovan,Benzin,l6,0-45,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,1500-3000
volkswagen,polo model,Polovan,Benzin,l6,0-45,Manuelni,l5,srebrena,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1500-3000
ford,mondeo model,Polovan,Dizel,l7,65-75,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,1500-3000
volkswagen,golf2 model,Polovan,Dizel,l7,45-55,Manuelni,l5,crvena,three,2 x 2,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,3000-4500
fiat,palio model,Polovan,Dizel,l6,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,3000-4500
volkswagen,transporter model,Polovan,Dizel,l7,45-55,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3000-4500
opel,astra model,Polovan,Benzin,l6,55-65,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,3000-4500
renault,clio model,Polovan,Benzin,l5,0-45,Manuelni,l3,crna,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3000-4500
renault,twingo model,Polovan,Benzin,l5,55-65,Manuelni,l2,crvena,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3000-4500
fiat,punto model,Polovan,Benzin,l5,0-45,Manuelni,l3,crna,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,3000-4500
volkswagen,polo model,Polovan,Benzin,l6,0-45,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,3000-4500
volkswagen,passat model,Polovan,Benzin,l6,95-105,Manuelni,l5,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,3000-4500
renault,clio model,Polovan,Dizel,l5,45-55,Manuelni,l3,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,3000-4500
volkswagen,polo model,Polovan,Benzin,l6,85-95,Manuelni,l5,crna,three,2 x 2,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,3000-4500
citroen,xsarapicasso model,Polovan,Dizel,l6,65-75,Manuelni,l5,plava,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,3000-4500
opel,astra model,Polovan,Dizel,l6,65-75,Manuelni,l5,crna,five,2 x 2,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes,yes,no,no,3000-4500
renault,megane model,Polovan,Benzin,l5,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,3000-4500
volkswagen,golf3 model,Polovan,Dizel,l6,65-75,Manuelni,l5,crvena,five,2 x 2,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,3000-4500
ford,mondeo model,Polovan,Dizel,l5,95-105,Manuelni,l4,crna,five,2 x 2,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,4500-6000
audi,a4 model,Polovan,Dizel,l7,55-65,Manuelni,l5,crvena,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,4500-6000
fiat,stilo model,Polovan,Dizel,l5,55-65,Manuelni,l1,siva,five,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,4500-6000
ford,focus model,Polovan,Dizel,l6,55-65,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,4500-6000
ford,focus model,Polovan,Dizel,l5,85-95,Manuelni,l1,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,4500-6000
renault,scenic model,Polovan,Dizel,l5,85-95,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4500-6000
renault,megane model,Polovan,Dizel,l4,85-95,Manuelni,l5,crna,five,2 x 2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,4500-6000
volkswagen,golf4 model,Polovan,Dizel,l6,55-65,Manuelni,l1,crvena,five,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,4500-6000
kia,carnival model,Polovan,Dizel,l5,105-125,Manuelni,l4,plava,five,2 x 2,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,4500-6000
seat,arosa model,Polovan,Dizel,l5,55-65,Manuelni,l3,crvena,three,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,4500-6000
skoda,fabia model,Polovan,Benzin,l5,45-55,Manuelni,l5,siva,five,2 x 2,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,4500-6000
opel,astra model,Polovan,Dizel,l6,55-65,Manuelni,l1,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,4500-6000
seat,ibiza model,Polovan,Benzin,l5,65-75,Manuelni,l4,siva,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,4500-6000
skoda,fabia model,Polovan,Benzin,l4,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,4500-6000
ford,mondeo model,Polovan,Dizel,l6,85-95,Manuelni,l4,crna,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,no,no,4500-6000
volkswagen,golf4 model,Polovan,Dizel,l6,45-55,Manuelni,l5,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,4500-6000
renault,laguna model,Polovan,Dizel,l5,85-95,Manuelni,l5,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,4500-6000
opel,corsa model,Polovan,Dizel,l5,45-55,Manuelni,l4,siva,three,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,4500-6000
citroen,c5 model,Polovan,Dizel,l5,75-85,Manuelni,l5,siva,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,4500-6000
mercedes-benz,e model,Polovan,Dizel,l7,95-105,Automatik,l5,siva,five,2 x 2,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,no,yes,4500-6000
bmw,serija3 model,Polovan,Benzin,l5,85-95,Manuelni,l1,crvena,five,2 x 2,no,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,4500-6000
volkswagen,polo model,Polovan,Benzin,l4,55-65,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,4500-6000
opel,meriva model,Polovan,Dizel,l5,65-75,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,yes,no,4500-6000
ford,focus model,Polovan,Dizel,l6,85-95,Manuelni,l4,siva,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,4500-6000
opel,corsa model,Polovan,Dizel,l4,45-55,Manuelni,l4,plava,three,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,4500-6000
opel,corsa model,Polovan,Benzin,l6,65-75,Manuelni,l5,plava,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,4500-6000
opel,frontera model,Polovan,Dizel,l7,65-75,Manuelni,l5,crvena,five,4 x 4,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,4500-6000
volkswagen,golf4 model,Polovan,Benzin,l6,85-95,Manuelni,l4,crna,five,4 x 4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6000-7500
kia,rio model,Polovan,Benzin,l4,65-75,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,6000-7500
ford,focus model,Polovan,Dizel,l5,65-75,Manuelni,l4,siva,three,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,6000-7500
ford,focus model,Polovan,Dizel,l5,85-95,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,6000-7500
renault,megane model,Polovan,Dizel,l4,65-75,Manuelni,l5,crna,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,6000-7500
audi,a3 model,Polovan,Dizel,l6,95-105,Manuelni,l1,siva,three,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,6000-7500
kia,rio model,Polovan,Benzin,l4,65-75,Manuelni,l1,siva,five,2 x 2,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,6000-7500
seat,toledo model,Polovan,Dizel,l6,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6000-7500
volkswagen,passat model,Polovan,Dizel,l6,85-95,Manuelni,l5,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6000-7500
mercedes-benz,a model,Polovan,Dizel,l5,65-75,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6000-7500
renault,modus model,Polovan,Dizel,l4,55-65,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,yes,6000-7500
renault,scenic model,Polovan,Dizel,l4,55-65,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6000-7500
renault,scenic model,Polovan,Dizel,l4,95-105,Manuelni,l4,crna,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,6000-7500
mercedes-benz,a model,Polovan,Benzin,l5,75-85,Manuelni,l4,plava,five,2 x 2,yes,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,6000-7500
opel,meriva model,Polovan,Dizel,l5,65-75,Manuelni,l4,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,6000-7500
volvo,v40 model,Polovan,Dizel,l5,85-95,Manuelni,l4,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,6000-7500
bmw,serija3 model,Polovan,Dizel,l5,105-125,Manuelni,l5,siva,five,2 x 2,no,no,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,6000-7500
volkswagen,passat model,Polovan,Dizel,l5,95-105,Manuelni,l5,crna,five,2 x 2,no,yes,no,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,6000-7500
ford,focus-c-max model,Polovan,Dizel,l5,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,6000-7500
bmw,serija3 model,Polovan,Dizel,l5,105-125,Manuelni,l5,siva,five,2 x 2,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,6000-7500
audi,a6 model,Polovan,Benzin,l5,165-...,Automatik,l5,plava,five,2 x 2,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,6000-7500
citroen,c3 model,Polovan,Dizel,l4,45-55,Manuelni,l5,siva,five,2 x 2,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,no,6000-7500
ford,focus model,Polovan,Benzin,l4,85-95,Manuelni,l3,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,6000-7500
renault,megane model,Polovan,Dizel,l5,85-95,Manuelni,l4,crvena,five,2 x 2,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,no,6000-7500
renault,clio model,Polovan,Dizel,l4,55-65,Manuelni,l4,crna,three,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,yes,6000-7500
opel,corsa model,Polovan,Dizel,l4,55-65,Manuelni,l4,siva,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,6000-7500
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6000-7500
fiat,croma model,Polovan,Dizel,l4,145-165,Manuelni,l4,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,yes,6000-7500
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l4,siva,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,6000-7500
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l5,siva,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,7500-9000
volkswagen,golf4 model,Polovan,Dizel,l6,65-75,Manuelni,l5,crvena,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,7500-9000
volkswagen,passat model,Polovan,Dizel,l6,95-105,Manuelni,l4,crna,five,2 x 2,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,7500-9000
opel,astra model,Polovan,Benzin,l4,65-75,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,7500-9000
fiat,panda model,Polovan,Benzin,l3,45-55,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,7500-9000
fiat,panda model,Polovan,Benzin,l3,45-55,Manuelni,l1,bijela,five,2 x 2,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,7500-9000
volkswagen,passat model,Polovan,Dizel,l6,95-105,Manuelni,l4,siva,five,2 x 2,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,7500-9000
ford,focus model,Polovan,Dizel,l4,75-85,Manuelni,l5,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,7500-9000
opel,vectra model,Polovan,Dizel,l4,105-125,Manuelni,l5,plava,five,2 x 2,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,7500-9000
renault,espace model,Polovan,Dizel,l4,85-95,Manuelni,l5,crna,five,2 x 2,no,no,yes,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,no,7500-9000
renault,grandscenic model,Polovan,Dizel,l4,105-125,Manuelni,l4,siva,three,2 x 2,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,7500-9000
volkswagen,passat model,Polovan,Dizel,l5,95-105,Manuelni,l5,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7500-9000
seat,toledo model,Polovan,Dizel,l5,105-125,Manuelni,l5,crna,five,2 x 2,no,no,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,7500-9000
citroen,c4 model,Polovan,Benzin,l4,75-85,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7500-9000
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l4,siva,five,2 x 2,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,7500-9000
mercedes-benz,e model,Polovan,Dizel,l5,145-165,Automatik,l5,crna,five,2 x 2,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,7500-9000
fiat,croma model,Polovan,Dizel,l4,105-125,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,yes,yes,yes,7500-9000
bmw,serija3 model,Polovan,Dizel,l6,95-105,Manuelni,l5,plava,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,7500-9000
volkswagen,passat model,Polovan,Dizel,l5,95-105,Manuelni,l4,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,7500-9000
volkswagen,golf4 model,Polovan,Dizel,l5,65-75,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,7500-9000
seat,toledo model,Polovan,Dizel,l5,75-85,Manuelni,l1,siva,five,2 x 2,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,no,no,no,yes,yes,7500-9000
fiat,grande-punto model,Polovan,Dizel,l4,55-65,Manuelni,l4,plava,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,7500-9000
renault,megane model,Polovan,Benzin,l4,75-85,Manuelni,l3,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,no,no,7500-9000
audi,a3 model,Polovan,Dizel,l5,95-105,Manuelni,l1,siva,three,2 x 2,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,7500-9000
opel,astra model,Polovan,Dizel,l4,65-75,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,7500-9000
bmw,serija3 model,Polovan,Dizel,l5,105-125,Manuelni,l1,crna,five,2 x 2,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,7500-9000
volkswagen,passat model,Polovan,Dizel,l4,65-75,Manuelni,l5,crna,five,2 x 2,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,7500-9000
citroen,berlingo model,Polovan,Benzin,l5,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,7500-9000
volkswagen,polo model,Polovan,Dizel,l4,45-55,Manuelni,l3,plava,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,7500-9000
kia,rio model,Polovan,Benzin,l4,65-75,Manuelni,l2,plava,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,7500-9000
volvo,c70 model,Polovan,Benzin,l6,125-145,Automatik,l5,plava,three,2 x 2,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,7500-9000
opel,astra model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,7500-9000
audi,a4 model,Polovan,Dizel,l5,95-105,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,7500-9000
renault,laguna model,Polovan,Dizel,l4,105-125,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,7500-9000
mercedes-benz,clk model,Polovan,Benzin,l6,105-125,Manuelni,l4,crna,three,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,7500-9000
citroen,c3 model,Polovan,Dizel,l4,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,7500-9000
opel,astra model,Polovan,Benzin,l4,65-75,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,7500-9000
volkswagen,golf5 model,Polovan,Dizel,l5,75-85,Manuelni,l3,plava,three,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,yes,7500-9000
volkswagen,passat model,Polovan,Dizel,l4,65-75,Manuelni,l5,plava,five,2 x 2,no,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,yes,yes,yes,7500-9000
fiat,bravo model,Polovan,Dizel,l4,85-95,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,7500-9000
ford,mondeo model,Polovan,Dizel,l5,95-105,Automatik,l5,siva,five,2 x 2,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,yes,yes,no,no,7500-9000
opel,zafira model,Polovan,Benzin,l4,85-95,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
volkswagen,polo model,Polovan,Benzin,l3,45-55,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,9000-10500
opel,astra model,Polovan,Dizel,l5,75-85,Manuelni,l5,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
fiat,panda model,Polovan,Benzin,l3,45-55,Manuelni,l2,bijela,five,4 x 4,no,no,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,9000-10500
fiat,panda model,Polovan,Benzin,l3,45-55,Manuelni,l2,bijela,five,4 x 4,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,9000-10500
bmw,serija3 model,Polovan,Dizel,l5,85-95,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
opel,zafira model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,9000-10500
volvo,s60 model,Polovan,Dizel,l5,105-125,Manuelni,l4,crna,five,2 x 2,yes,no,no,yes,yes,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,9000-10500
skoda,fabia model,Polovan,Benzin,l4,45-55,Manuelni,l2,crvena,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,9000-10500
skoda,fabia model,Polovan,Benzin,l4,45-55,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,9000-10500
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l4,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,9000-10500
renault,clio model,Polovan,Dizel,l3,55-65,Manuelni,l4,bijela,three,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,9000-10500
renault,clio model,Polovan,Dizel,l3,45-55,Manuelni,l4,srebrena,three,2 x 2,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,9000-10500
renault,scenic model,Polovan,Dizel,l4,55-65,Manuelni,l4,crna,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,9000-10500
