brand,model,car_condition,fuel,age,kiowatt,transmission,miles,color,doors,pogon,leather,navigation,alarm,alu_rims,digital_climate,manual_climate,parking_sensors,xenon,remote_unlock,el_r_mirror,seat_heat,panorama_roof,tempomat,abs,esp,asr,price
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
volkswagen,passat model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l5,crna,five,2 x 2,no,no,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,12000-15000
audi,a4 model,Polovan,Dizel,l4,95-105,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
citroen,c5 model,Polovan,Dizel,l4,95-105,Manuelni,l4,plava,five,2 x 2,no,no,no,yes,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,12000-15000
volkswagen,golf5 model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
opel,corsa model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,scenic model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
ford,focus model,Polovan,Dizel,l3,65-75,Manuelni,l3,plava,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l4,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
mercedes-benz,c model,Polovan,Dizel,l4,85-95,Automatik,l4,crna,five,2 x 2,no,no,no,yes,yes,yes,no,no,yes,yes,yes,no,yes,no,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,clio model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
ford,focus-c-max model,Polovan,Dizel,l2,75-85,Automatik,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
citroen,c5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,crna,five,2 x 2,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
volkswagen,passat model,Polovan,Dizel,l4,95-105,Automatik,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
renault,megane model,Polovan,Benzin,l3,75-85,Manuelni,l1,bijela,five,2 x 2,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
ford,focus model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,yes,no,no,12000-15000
volkswagen,passat model,Polovan,Dizel,l3,75-85,Manuelni,l1,srebrena,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no,yes,yes,yes,no,12000-15000
citroen,c3picasso model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
citroen,c3 model,Polovan,Dizel,l2,45-55,Manuelni,l3,siva,five,2 x 2,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,12000-15000
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
mercedes-benz,c model,Polovan,Dizel,l4,105-125,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
volkswagen,golf5 model,Polovan,Dizel,l4,75-85,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,crna,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l2,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
opel,corsa model,Polovan,Dizel,l2,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,megane model,Polovan,Dizel,l2,95-105,Manuelni,l3,crna,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
citroen,c4 model,Polovan,Benzin,l3,65-75,Manuelni,l2,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
volkswagen,passat model,Polovan,Dizel,l4,75-85,Manuelni,l5,siva,five,2 x 2,no,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
volkswagen,polo model,Polovan,Dizel,l2,65-75,Manuelni,l4,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
kia,carnival model,Polovan,Dizel,l4,125-145,Automatik,l4,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l4,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
citroen,c3picasso model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,scenic model,Polovan,Dizel,l3,65-75,Manuelni,l3,plava,five,2 x 2,no,yes,yes,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l4,bijela,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,65-75,Manuelni,l3,crna,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l3,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
ford,fiesta model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l4,srebrena,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
citroen,xsarapicasso model,Polovan,Dizel,l3,65-75,Manuelni,l2,crvena,five,2 x 2,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
audi,a4 model,Polovan,Dizel,l4,85-95,Manuelni,l1,srebrena,five,2 x 2,no,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,12000-15000
audi,a4 model,Polovan,Dizel,l4,85-95,Manuelni,l5,srebrena,five,2 x 2,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
volkswagen,polo model,Polovan,Dizel,l3,75-85,Manuelni,l3,crvena,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,12000-15000
renault,scenic model,Polovan,Dizel,l2,75-85,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,12000-15000
audi,a3 model,Polovan,Dizel,l4,95-105,Manuelni,l4,siva,five,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,no,12000-15000
citroen,c3picasso model,Polovan,Dizel,l2,65-75,Automatik,l4,crna,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,astra model,Polovan,Dizel,l3,75-85,Manuelni,l3,srebrena,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
ford,fiesta model,Polovan,Dizel,l2,55-65,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
volkswagen,passat model,Polovan,Dizel,l3,75-85,Manuelni,l4,siva,five,2 x 2,no,no,yes,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,yes,12000-15000
opel,insignia model,Polovan,Dizel,l2,95-105,Manuelni,l5,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
audi,a8 model,Polovan,Dizel,l6,165-...,Automatik,l4,braon,five,4 x 4,yes,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,12000-15000
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
audi,a6 model,Polovan,Dizel,l4,165-...,Automatik,l4,siva,five,2 x 2,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,12000-15000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,crvena,five,2 x 2,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
ford,focus model,Polovan,Dizel,l2,65-75,Manuelni,l4,srebrena,five,2 x 2,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,12000-15000
volkswagen,polo model,Polovan,Benzin,l2,0-45,Manuelni,l2,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,12000-15000
volkswagen,polo model,Polovan,Benzin,l2,0-45,Manuelni,l2,crna,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,no,no,12000-15000
citroen,c5 model,Polovan,Dizel,l3,105-125,Manuelni,l3,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,12000-15000
renault,scenic model,Polovan,Dizel,l2,65-75,Manuelni,l2,bijela,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
citroen,c4 model,Polovan,Dizel,l2,75-85,Manuelni,l4,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
volkswagen,golf6 model,Polovan,Dizel,l3,75-85,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
volkswagen,golf6 model,Polovan,Dizel,l3,95-105,Manuelni,l4,srebrena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Automatik,l3,bijela,five,2 x 2,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
ford,focus model,Polovan,Benzin,l2,65-75,Manuelni,l1,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,yes,12000-15000
renault,megane model,Polovan,Dizel,l3,75-85,Automatik,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
bmw,serija3 model,Polovan,Benzin,l4,145-165,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
opel,astra model,Polovan,Dizel,l2,85-95,Manuelni,l4,siva,five,2 x 2,yes,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,no,no,no,12000-15000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,srebrena,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,insignia model,Polovan,Dizel,l3,95-105,Manuelni,l4,plava,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,12000-15000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,scenic model,Polovan,Dizel,l3,75-85,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
citroen,c3picasso model,Polovan,Dizel,l2,65-75,Manuelni,l3,crvena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l4,crna,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,clio model,Polovan,Dizel,l1,55-65,Manuelni,l1,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
renault,megane model,Polovan,Dizel,l2,75-85,Automatik,l3,crna,five,2 x 2,no,yes,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,12000-15000
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,12000-15000
renault,scenic model,Polovan,Dizel,l2,65-75,Manuelni,l3,srebrena,five,2 x 2,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,astra model,Polovan,Dizel,l3,75-85,Manuelni,l3,crna,five,2 x 2,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,astra model,Polovan,Dizel,l2,75-85,Manuelni,l3,bijela,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,astra model,Polovan,Dizel,l3,75-85,Manuelni,l2,srebrena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,12000-15000
opel,astra model,Polovan,Dizel,l3,65-75,Manuelni,l3,siva,five,2 x 2,no,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,12000-15000
renault,clio model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l2,siva,five,2 x 2,no,no,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
citroen,c5 model,Polovan,Dizel,l3,105-125,Manuelni,l5,bijela,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l2,crvena,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
audi,a4 model,Polovan,Dizel,l4,125-145,Manuelni,l5,siva,five,2 x 2,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no,15000-18000
renault,clio model,Polovan,Dizel,l2,55-65,Manuelni,l4,bijela,five,2 x 2,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,megane model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,15000-18000
audi,a4 model,Polovan,Dizel,l4,85-95,Manuelni,l3,crna,five,2 x 2,no,no,no,yes,yes,no,no,yes,yes,yes,no,no,no,yes,yes,yes,15000-18000
renault,megane model,Polovan,Dizel,l3,75-85,Manuelni,l3,siva,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,15000-18000
renault,megane model,Polovan,Dizel,l3,75-85,Automatik,l3,siva,five,2 x 2,no,yes,yes,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,megane model,Polovan,Dizel,l2,75-85,Manuelni,l3,siva,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
renault,laguna model,Polovan,Dizel,l2,75-85,Manuelni,l4,bijela,five,2 x 2,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4 model,Polovan,Dizel,l2,65-75,Manuelni,l3,bijela,five,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
citroen,c4 model,Polovan,Dizel,l3,65-75,Manuelni,l3,srebrena,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
ford,focus model,Polovan,Dizel,l2,85-95,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,no,15000-18000
opel,astra model,Polovan,Dizel,l2,65-75,Manuelni,l3,crvena,five,2 x 2,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,yes,yes,yes,15000-18000
fiat,doblo model,Polovan,Dizel,l2,65-75,Manuelni,l3,crvena,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
volkswagen,polo model,Polovan,Benzin,l2,65-75,Manuelni,l1,crvena,five,2 x 2,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,15000-18000
renault,scenic model,Polovan,Dizel,l3,95-105,Manuelni,l5,crna,five,2 x 2,no,yes,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,15000-18000
audi,a3 model,Polovan,Dizel,l4,95-105,Manuelni,l3,siva,three,2 x 2,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,yes,yes,15000-18000
opel,zafira model,Polovan,Dizel,l3,75-85,Manuelni,l4,antracit,five,2 x 2,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,no,15000-18000
audi,a3 model,Polovan,Dizel,l4,95-105,Manuelni,l4,crna,five,2 x 2,no,no,yes,yes,yes,no,no,yes,yes,yes,yes,no,no,yes,yes,no,15000-18000
volkswagen,golf5 model,Polovan,Dizel,l4,95-105,Manuelni,l1,crna,five,2 x 2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,15000-18000
renault,grandscenic model,Polovan,Dizel,l2,95-105,Manuelni,l4,siva,five,2 x 2,no,yes,yes,no,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
renault,megane model,Polovan,Dizel,l2,75-85,Automatik,l3,siva,five,2 x 2,no,yes,no,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
volkswagen,golf6 model,Polovan,Dizel,l2,75-85,Manuelni,l4,siva,five,2 x 2,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,yes,no,15000-18000
